 Time   CH2I2                    CH2BrI                   CH2ClI                   C2H5I                    NH3                      CH3SO3H                  H2SO4                    SO3                      DMSO2                    NO2                      HOSO2                    Cl2O2                    O1D                      HO2                      IBr                      C3H7I                    HIO3                     PAN                      HONO                     CH3SO                    SO2                      ICl                      BrNO2                    ClNO2                    HOBr                     C2H6                     HOI                      HOCH2O2                  CH3I                     INO2                     HNO4                     H2O2                     HCOOH                    HBr                      I                        BrNO3                    Br2                      CH3SO2H                  Cl2                      BrCl                     CH3S                     HCl                      HOCl                     CO                       CH3SO3                   N2O5                     EO2                      CH3SCH2OO                C2H5O2                   CH3CO3                   HNO3                     CH3SOCH3                 I2                       HI                       C2H4                     OIO                      ALD                      ROOH                     OClO                     ClNO3                    INO3                     CH3SO2                   HCHO                     CH3SCH3                  CH3OO                    O3                       BrO                      NO                       IO                       ClO                      Cl                       Br                       NO3                      OH                       
    0.792000E+05    0.138941E+00    0.117199E+00    0.180520E+00    0.000000E+00    0.500000E+02    0.211572E-04    0.491164E-04    0.125881E-15    0.210888E-04    0.423093E+01    0.570009E-18    0.000000E+00   -0.000000E+00    0.103478E+00    0.244659E+01    0.182708E+00    0.226088E-09    0.953606E+00    0.119281E-01    0.444548E-04    0.417267E-02    0.149598E+01    0.228848E-01    0.929005E-03    0.121668E+01    0.150963E+03    0.117622E+01    0.572554E+01    0.170873E+01    0.122682E-08    0.833278E-03    0.446247E+03    0.108762E+03    0.190763E-03    0.492939E-05    0.111254E-02    0.281082E+02    0.176422E+01    0.898401E+01    0.255817E+02    0.510696E-05    0.335737E+01    0.325151E+02    0.728339E+05    0.500553E-03    0.550809E-04    0.000000E+00    0.121984E+00    0.166699E+01    0.999981E-01    0.226256E-01    0.488244E+01    0.152106E+01    0.200998E-09    0.000000E+00    0.127482E-04    0.971638E+00    0.337127E+03    0.330594E+01    0.971465E-04    0.957306E-04    0.818402E-05    0.432881E+03    0.895559E+01    0.433058E+00    0.153238E+05    0.602524E-01    0.752713E-01    0.198135E-02    0.334539E-03    0.311555E-08    0.269402E-04    0.132604E-01    0.116170E-03
    0.828000E+05    0.181294E+00    0.145434E+00    0.208756E+00    0.000000E+00    0.500000E+02    0.162111E-04    0.411482E-04    0.968199E-16    0.190423E-04    0.610546E+01    0.438417E-18    0.000000E+00   -0.000000E+00    0.896297E-01    0.254433E+01    0.196823E+00    0.433699E-10    0.974164E+00    0.178964E-01    0.334047E-04    0.348551E-02    0.144246E+01    0.229727E-01    0.273848E-02    0.113237E+01    0.150963E+03    0.110280E+01    0.502163E+01    0.171720E+01    0.243505E-08    0.104442E-02    0.433972E+03    0.105822E+03    0.179613E-04    0.678011E-05    0.120903E-03    0.292350E+02    0.175609E+01    0.791750E+01    0.244896E+02    0.384175E-05    0.344805E+01    0.289861E+02    0.728339E+05    0.420836E-03    0.118339E-03    0.000000E+00    0.107894E+00    0.144205E+01    0.646060E-01    0.216591E-01    0.480159E+01    0.207761E+01    0.239024E-09    0.000000E+00    0.268163E-05    0.107275E+01    0.331239E+03    0.329723E+01    0.937751E-04    0.204087E-03    0.660585E-05    0.424976E+03    0.117352E+02    0.518491E+00    0.163661E+05    0.449239E-02    0.733905E-01    0.302442E-02    0.223757E-03    0.213230E-08    0.220492E-05    0.196933E-01    0.106966E-03
    0.864000E+05    0.223647E+00    0.173670E+00    0.236991E+00    0.000000E+00    0.500000E+02    0.151372E-04    0.436947E-04    0.958093E-16    0.175433E-04    0.793786E+01    0.433840E-18    0.000000E+00   -0.000000E+00    0.797754E-01    0.262785E+01    0.210938E+00    0.325782E-10    0.982000E+00    0.250259E-01    0.326021E-04    0.367076E-02    0.137722E+01    0.231052E-01    0.613783E-02    0.108746E+01    0.150962E+03    0.106591E+01    0.446759E+01    0.172567E+01    0.432533E-08    0.120924E-02    0.422199E+03    0.102794E+03    0.251355E-05    0.926310E-05    0.677398E-05    0.303171E+02    0.174768E+01    0.693266E+01    0.233488E+02    0.375291E-05    0.342149E+01    0.257621E+02    0.728339E+05    0.448311E-03    0.203913E-03    0.000000E+00    0.110799E+00    0.126341E+01    0.476265E-01    0.224410E-01    0.471348E+01    0.263014E+01    0.290785E-09    0.000000E+00    0.219225E-05    0.115667E+01    0.325428E+03    0.328880E+01    0.902007E-04    0.342419E-03    0.679491E-05    0.417254E+03    0.145093E+02    0.587605E+00    0.173554E+05    0.191825E-03    0.711157E-01    0.388825E-02    0.165547E-03    0.171065E-08    0.104534E-06    0.260621E-01    0.100508E-03
    0.900000E+05    0.266000E+00    0.201905E+00    0.265226E+00    0.000000E+00    0.500000E+02    0.164043E-04    0.558298E-04    0.115118E-15    0.163307E-04    0.968635E+01    0.521274E-18    0.000000E+00   -0.000000E+00    0.721364E-01    0.271172E+01    0.225054E+00    0.432850E-10    0.984728E+00    0.331039E-01    0.386643E-04    0.464679E-02    0.130895E+01    0.233306E-01    0.115429E-01    0.105359E+01    0.150962E+03    0.104318E+01    0.402179E+01    0.173414E+01    0.682875E-08    0.133345E-02    0.410842E+03    0.997385E+02    0.178461E-05    0.119844E-04    0.212251E-06    0.313916E+02    0.173904E+01    0.600303E+01    0.221231E+02    0.445390E-05    0.334425E+01    0.228429E+02    0.728338E+05    0.574006E-03    0.307354E-03    0.000000E+00    0.126773E+00    0.111814E+01    0.384545E-01    0.235954E-01    0.462658E+01    0.317768E+01    0.340347E-09    0.000000E+00    0.307140E-05    0.122718E+01    0.319701E+03    0.328066E+01    0.868512E-04    0.507226E-03    0.837045E-05    0.409703E+03    0.172659E+02    0.647780E+00    0.182942E+05    0.489064E-05    0.688568E-01    0.468149E-02    0.130629E-03    0.143792E-08    0.318952E-08    0.321622E-01    0.953978E-04
    0.936000E+05    0.308353E+00    0.230140E+00    0.293461E+00    0.000000E+00    0.500000E+02    0.196128E-04    0.786231E-04    0.153835E-15    0.153256E-04    0.113404E+02    0.696591E-18    0.000000E+00   -0.000000E+00    0.660662E-01    0.280177E+01    0.239169E+00    0.561275E-10    0.985624E+00    0.419565E-01    0.504695E-04    0.649085E-02    0.123962E+01    0.236828E-01    0.192722E-01    0.102252E+01    0.150962E+03    0.102783E+01    0.365618E+01    0.174261E+01    0.990453E-08    0.142788E-02    0.399868E+03    0.966914E+02    0.184967E-05    0.148469E-04    0.882730E-08    0.324530E+02    0.173021E+01    0.513183E+01    0.208114E+02    0.581683E-05    0.323954E+01    0.202023E+02    0.728338E+05    0.808966E-03    0.424566E-03    0.000000E+00    0.152142E+00    0.997820E+00    0.326415E-01    0.249217E-01    0.454153E+01    0.371950E+01    0.386299E-09    0.000000E+00    0.415996E-05    0.128709E+01    0.314063E+03    0.327280E+01    0.837377E-04    0.695887E-03    0.112810E-04    0.402322E+03    0.200013E+02    0.707303E+00    0.191852E+05    0.178539E-06    0.666965E-01    0.544800E-02    0.107576E-03    0.124363E-08    0.366692E-09    0.379231E-01    0.912645E-04
    0.972000E+05    0.350706E+00    0.258375E+00    0.321697E+00    0.000000E+00    0.500000E+02    0.244844E-04    0.112826E-03    0.211399E-15    0.144730E-04    0.128959E+02    0.957249E-18    0.000000E+00   -0.000000E+00    0.611292E-01    0.290020E+01    0.253284E+00    0.699090E-10    0.985718E+00    0.514540E-01    0.669587E-04    0.926749E-02    0.117015E+01    0.241979E-01    0.295520E-01    0.991579E+00    0.150962E+03    0.101765E+01    0.335151E+01    0.175108E+01    0.134990E-07    0.149972E-02    0.389262E+03    0.936752E+02    0.194008E-05    0.177942E-04    0.483118E-08    0.334843E+02    0.172122E+01    0.433060E+01    0.194315E+02    0.772032E-05    0.311706E+01    0.178087E+02    0.728338E+05    0.116072E-02    0.551653E-03    0.000000E+00    0.182964E+00    0.896649E+00    0.286085E-01    0.263833E-01    0.445832E+01    0.425497E+01    0.428503E-09    0.000000E+00    0.538035E-05    0.133851E+01    0.308515E+03    0.326520E+01    0.808517E-04    0.904718E-03    0.154277E-04    0.395111E+03    0.227127E+02    0.772886E+00    0.200307E+05    0.880332E-07    0.646630E-01    0.619389E-02    0.913412E-04    0.109947E-08    0.279066E-09    0.433114E-01    0.878392E-04
    0.100800E+06    0.393059E+00    0.286611E+00    0.349932E+00    0.000000E+00    0.500000E+02    0.305642E-04    0.157634E-03    0.285185E-15    0.137264E-04    0.143508E+02    0.129137E-17    0.000000E+00   -0.000000E+00    0.569978E-01    0.300750E+01    0.267399E+00    0.844001E-10    0.985409E+00    0.614914E-01    0.865696E-04    0.129374E-01    0.110133E+01    0.249159E-01    0.425209E-01    0.960300E+00    0.150961E+03    0.101219E+01    0.309410E+01    0.175955E+01    0.175401E-07    0.155279E-02    0.379014E+03    0.907047E+02    0.203231E-05    0.207769E-04    0.444582E-08    0.344641E+02    0.171209E+01    0.360992E+01    0.180095E+02    0.998458E-05    0.298111E+01    0.156318E+02    0.728337E+05    0.162077E-02    0.684978E-03    0.000000E+00    0.215687E+00    0.810519E+00    0.256534E-01    0.279500E-01    0.437686E+01    0.478360E+01    0.466619E-09    0.000000E+00    0.671866E-05    0.138304E+01    0.303060E+03    0.325785E+01    0.781845E-04    0.112991E-02    0.205432E-04    0.388071E+03    0.253979E+02    0.849099E+00    0.208331E+05    0.728453E-07    0.627667E-01    0.691981E-02    0.793740E-04    0.989182E-09    0.246094E-09    0.483098E-01    0.848846E-04
    0.104400E+06    0.357965E+00    0.307052E+00    0.376776E+00    0.000000E+00    0.500000E+02    0.152529E-02    0.320028E-03    0.117646E-12    0.257941E-02    0.299630E+01    0.532720E-15    0.000000E+00    0.263977E-10    0.115668E+01    0.241244E+01    0.280967E+00    0.127237E-02    0.965587E+00    0.109516E+00    0.219273E-03    0.322360E-01    0.181838E+01    0.187401E+00    0.543037E-01    0.621695E+01    0.150831E+03    0.103830E+02    0.330183E+01    0.176770E+01    0.587559E-05    0.751273E-02    0.370258E+03    0.872804E+02    0.889519E+00    0.332971E-01    0.286343E+00    0.221291E+02    0.178036E+01    0.547139E+01    0.200715E+02    0.252457E-04    0.185488E+01    0.164449E+02    0.728376E+05    0.344001E-02    0.602453E-04    0.000000E+00    0.354453E+00    0.661927E+00    0.341237E-01    0.931934E+00    0.823499E+01    0.115632E+00    0.154076E-04    0.000000E+00    0.647378E+00    0.142257E+01    0.297434E+03    0.107149E+01    0.141354E+00    0.695475E-02    0.913071E-04    0.378485E+03    0.238748E+02    0.220161E+01    0.214791E+05    0.212431E+02    0.755171E-01    0.300666E+00    0.662789E+00    0.110356E-02    0.332215E+00    0.179192E-01    0.140535E-01
    0.108000E+06    0.107130E-01    0.195991E+00    0.374015E+00    0.000000E+00    0.500000E+02    0.540731E-01    0.416084E-02    0.129819E-10    0.713804E-01    0.504557E-01    0.587843E-13    0.000000E+00    0.181500E-09    0.315719E+01    0.295166E+00    0.282644E+00    0.295498E-01    0.827138E+00    0.295786E-01    0.150283E-02    0.450013E+00    0.197316E+00    0.165904E-01    0.456708E-01    0.272742E+02    0.147088E+03    0.136061E+02    0.514877E+01    0.176893E+01    0.501125E-06    0.280119E-03    0.343782E+03    0.806155E+02    0.618351E+01    0.168900E+00    0.667359E-02    0.625430E+01    0.756711E+01    0.704054E+01    0.151680E+02    0.172343E-03    0.587521E+01    0.187342E+02    0.728958E+05    0.426664E-01    0.142405E-07    0.000000E+00    0.962038E+00    0.208481E+01    0.843063E-01    0.761870E-01    0.187877E+02    0.401527E-02    0.202483E-03    0.000000E+00    0.184286E+01    0.127721E+01    0.282342E+03    0.203623E+01    0.220640E-01    0.161303E-03    0.167047E-02    0.393571E+03    0.558700E+01    0.110479E+02    0.207974E+05    0.341836E+02    0.204395E-01    0.551417E+00    0.637532E+01    0.816932E-02    0.148022E+01    0.280388E-03    0.111085E+00
    0.111600E+06    0.259296E-02    0.518778E-01    0.319948E+00    0.000000E+00    0.500000E+02    0.142923E+00    0.591219E-02    0.548774E-10    0.605288E-01    0.317725E-01    0.248494E-12    0.000000E+00    0.344652E-09    0.541805E+01    0.239062E+00    0.262318E+00    0.757366E-01    0.704792E+00    0.239414E-02    0.112441E-02    0.104425E+01    0.147638E+00    0.310406E-02    0.275438E-01    0.307952E+02    0.138041E+03    0.100477E+02    0.816105E+01    0.175685E+01    0.755623E-06    0.305232E-03    0.328814E+03    0.814813E+02    0.120853E+02    0.404566E+00    0.365953E-02    0.368875E+01    0.966824E+01    0.790396E+01    0.134109E+02    0.128925E-03    0.111638E+02    0.271394E+02    0.730256E+05    0.572673E-01    0.421227E-08    0.000000E+00    0.801316E+00    0.257552E+01    0.569677E-01    0.728923E-01    0.754155E+01    0.321813E-02    0.837562E-03    0.000000E+00    0.254519E+01    0.931931E+00    0.271907E+03    0.156224E+01    0.230328E-01    0.141781E-03    0.335246E-02    0.452234E+03    0.192201E+01    0.187869E+02    0.193220E+05    0.321330E+02    0.192997E-01    0.813404E+00    0.105906E+02    0.153030E-01    0.245448E+01    0.133196E-03    0.202366E+00
    0.115200E+06    0.183098E-02    0.133110E-01    0.241692E+00    0.000000E+00    0.500000E+02    0.786376E-01    0.262664E-02    0.379828E-10    0.218441E-01    0.278866E-01    0.171993E-12    0.000000E+00    0.433543E-09    0.658806E+01    0.220702E+00    0.227618E+00    0.799803E-01    0.600126E+00    0.126432E-02    0.101818E-02    0.612287E+00    0.109231E+00    0.253211E-02    0.121969E-01    0.289868E+02    0.125219E+03    0.631706E+01    0.103346E+02    0.173314E+01    0.838913E-06    0.329258E-03    0.345954E+03    0.881755E+02    0.176206E+02    0.511916E+00    0.294031E-02    0.285004E+01    0.423598E+01    0.784137E+01    0.120317E+02    0.116771E-03    0.149271E+02    0.422991E+02    0.732541E+05    0.244937E-01    0.290438E-08    0.000000E+00    0.725877E+00    0.256692E+01    0.356745E-01    0.732527E-01    0.226554E+01    0.295267E-02    0.129519E-02    0.000000E+00    0.225760E+01    0.581853E+00    0.274931E+03    0.127790E+01    0.236167E-01    0.110008E-03    0.182598E-02    0.479805E+03    0.133292E+01    0.221048E+02    0.175372E+05    0.311627E+02    0.196887E-01    0.749254E+00    0.123758E+02    0.199405E-01    0.327487E+01    0.105315E-03    0.238878E+00
    0.118800E+06    0.157459E-02    0.862091E-02    0.172473E+00    0.000000E+00    0.500000E+02    0.321162E-01    0.107099E-02    0.175154E-10    0.107757E-01    0.290197E-01    0.793128E-13    0.000000E+00    0.451963E-09    0.682695E+01    0.195400E+00    0.190741E+00    0.610759E-01    0.510880E+00    0.115697E-02    0.107366E-02    0.283608E+00    0.729844E-01    0.271190E-02    0.441416E-02    0.268039E+02    0.112007E+03    0.386266E+01    0.109433E+02    0.170285E+01    0.822335E-06    0.358119E-03    0.372345E+03    0.979730E+02    0.209441E+02    0.482262E+00    0.293476E-02    0.258343E+01    0.170381E+01    0.683570E+01    0.107097E+02    0.123145E-03    0.159898E+02    0.519323E+02    0.735433E+05    0.992737E-02    0.309314E-08    0.000000E+00    0.708078E+00    0.235841E+01    0.230957E-01    0.735282E-01    0.118844E+01    0.237637E-02    0.127020E-02    0.000000E+00    0.172535E+01    0.348083E+00    0.282038E+03    0.105585E+01    0.236253E-01    0.863716E-04    0.850455E-03    0.468318E+03    0.123979E+01    0.227162E+02    0.158492E+05    0.310729E+02    0.210877E-01    0.577937E+00    0.119008E+02    0.212267E-01    0.391382E+01    0.108031E-03    0.237821E+00
    0.122400E+06    0.149099E-02    0.786482E-02    0.124275E+00    0.000000E+00    0.500000E+02    0.191596E-01    0.670388E-03    0.114294E-10    0.865677E-02    0.305130E-01    0.517540E-13    0.000000E+00    0.431248E-09    0.677159E+01    0.175181E+00    0.158812E+00    0.435519E-01    0.434857E+00    0.109459E-02    0.118728E-02    0.198495E+00    0.563540E-01    0.306215E-02    0.144842E-02    0.247057E+02    0.996929E+02    0.253134E+01    0.107177E+02    0.167016E+01    0.753434E-06    0.377745E-03    0.397556E+03    0.108252E+03    0.227751E+02    0.420253E+00    0.301478E-02    0.251592E+01    0.109119E+01    0.654233E+01    0.103102E+02    0.136182E-03    0.167263E+02    0.532953E+02    0.738536E+05    0.623114E-02    0.352469E-08    0.000000E+00    0.708559E+00    0.219275E+01    0.160273E-01    0.737926E-01    0.105306E+01    0.194599E-02    0.110030E-02    0.000000E+00    0.131924E+01    0.220636E+00    0.287596E+03    0.948458E+00    0.235072E-01    0.687205E-04    0.591208E-03    0.445775E+03    0.122034E+01    0.227456E+02    0.143660E+05    0.311889E+02    0.223058E-01    0.441443E+00    0.112644E+02    0.221280E-01    0.442694E+01    0.117130E-03    0.221728E+00
    0.126000E+06    0.147198E-02    0.769598E-02    0.944495E-01    0.000000E+00    0.500000E+02    0.156589E-01    0.555310E-03    0.100351E-10    0.818110E-02    0.319735E-01    0.454404E-13    0.000000E+00    0.396957E-09    0.672613E+01    0.164022E+00    0.133673E+00    0.325765E-01    0.370126E+00    0.104183E-02    0.132629E-02    0.189896E+00    0.512146E-01    0.347077E-02    0.460125E-03    0.229357E+02    0.883627E+02    0.184865E+01    0.103092E+02    0.163739E+01    0.713006E-06    0.398886E-03    0.419340E+03    0.118001E+03    0.239646E+02    0.379543E+00    0.308720E-02    0.251758E+01    0.100032E+01    0.659081E+01    0.103501E+02    0.152130E-03    0.175282E+02    0.513317E+02    0.741713E+05    0.514466E-02    0.401471E-08    0.000000E+00    0.714048E+00    0.202704E+01    0.119764E-01    0.741836E-01    0.109119E+01    0.174076E-02    0.987782E-03    0.000000E+00    0.107652E+01    0.156204E+00    0.291966E+03    0.883986E+00    0.233495E-01    0.587287E-04    0.535610E-03    0.426045E+03    0.121458E+01    0.227454E+02    0.130696E+05    0.311003E+02    0.233456E-01    0.361259E+00    0.106798E+02    0.229368E-01    0.484497E+01    0.127347E-03    0.203494E+00
